season,date,home,away,home goals,away goals,home->away,away->home
2011,2011-07-06,Ceará,Atlético MG,3,0,3,0
2011,2011-07-07,América MG,Palmeiras,1,1,1,1
2011,2011-07-07,Botafogo,Atlético GO,1,1,1,1
2011,2011-07-07,Coritiba,Figueirense,3,0,3,0
2011,2011-07-09,Vasco da Gama,Internacional,2,0,3,0
2011,2011-07-09,São Paulo,Cruzeiro,2,1,3,0
2011,2011-07-09,Athletico PR,Avaí,0,0,1,1
2011,2011-07-10,Grêmio,Coritiba,2,0,3,0
2011,2011-07-10,Figueirense,Ceará,1,1,1,1
2011,2011-07-10,Atlético GO,Corinthians,0,1,0,3
2011,2011-07-10,Bahia,Botafogo,1,1,1,1
2011,2011-07-10,Palmeiras,Santos,3,0,3,0
2011,2011-07-10,Fluminense,Flamengo,0,1,0,3
2011,2011-07-10,Atlético MG,América MG,2,0,3,0
2011,2011-07-14,Corinthians,Internacional,1,0,3,0
2011,2011-07-16,Vasco da Gama,Athletico PR,2,1,3,0
2011,2011-07-16,Coritiba,Fluminense,3,1,3,0
2011,2011-07-16,Atlético GO,Avaí,0,1,0,3
2011,2011-07-16,Santos,Atlético MG,2,1,3,0
2011,2011-07-17,Ceará,América MG,4,0,3,0
2011,2011-07-17,Internacional,São Paulo,0,3,0,3
2011,2011-07-17,Cruzeiro,Bahia,2,1,3,0
2011,2011-07-20,Palmeiras,Flamengo,0,0,1,1
2011,2011-07-20,Botafogo,Corinthians,0,2,0,3
2011,2011-07-20,Figueirense,Grêmio,0,0,1,1
2011,2011-07-21,Avaí,Internacional,1,3,0,3
2011,2011-07-23,Athletico PR,Botafogo,2,1,3,0
2011,2011-07-23,São Paulo,Atlético GO,2,2,1,1
2011,2011-07-23,Flamengo,Ceará,1,1,1,1
2011,2011-07-23,América MG,Figueirense,0,0,1,1
2011,2011-07-24,Fluminense,Palmeiras,1,0,3,0
2011,2011-07-24,Corinthians,Cruzeiro,0,1,0,3
2011,2011-07-24,Atlético MG,Vasco da Gama,1,2,0,3
2011,2011-07-24,Bahia,Coritiba,0,0,1,1
2011,2011-07-27,Botafogo,Avaí,2,1,3,0
2011,2011-07-27,Grêmio,América MG,1,1,1,1
2011,2011-07-27,Atlético MG,Fluminense,1,0,3,0
2011,2011-07-27,Atlético GO,Cruzeiro,2,0,3,0
2011,2011-07-27,Santos,Flamengo,4,5,0,3
2011,2011-07-27,Figueirense,Palmeiras,0,1,0,3
2011,2011-07-27,Coritiba,São Paulo,3,4,0,3
2011,2011-07-28,Vasco da Gama,Bahia,1,1,1,1
2011,2011-07-28,Ceará,Athletico PR,2,1,3,0
2011,2011-07-30,Flamengo,Grêmio,2,0,3,0
2011,2011-07-30,Cruzeiro,Botafogo,0,1,0,3
2011,2011-07-30,Palmeiras,Atlético MG,3,2,3,0
2011,2011-07-31,América MG,Coritiba,1,3,0,3
2011,2011-07-31,São Paulo,Vasco da Gama,0,2,0,3
2011,2011-07-31,Fluminense,Ceará,4,0,3,0
2011,2011-07-31,Internacional,Atlético GO,0,0,1,1
2011,2011-07-31,Avaí,Corinthians,3,2,3,0
2011,2011-07-31,Athletico PR,Santos,3,2,3,0
2011,2011-07-31,Bahia,Figueirense,3,1,3,0
2011,2011-08-03,Corinthians,América MG,2,1,3,0
2011,2011-08-03,Grêmio,Atlético MG,2,2,1,1
2011,2011-08-03,Figueirense,Botafogo,2,0,3,0
2011,2011-08-03,Ceará,Avaí,0,3,0,3
2011,2011-08-03,Vasco da Gama,Santos,2,0,3,0
2011,2011-08-03,Cruzeiro,Flamengo,0,1,0,3
2011,2011-08-03,Coritiba,Palmeiras,1,1,1,1
2011,2011-08-04,São Paulo,Bahia,3,0,3,0
2011,2011-08-04,Fluminense,Internacional,2,0,3,0
2011,2011-08-04,Atlético GO,Athletico PR,0,3,0,3
2011,2011-08-06,Flamengo,Coritiba,1,0,3,0
2011,2011-08-06,Palmeiras,Grêmio,0,0,1,1
2011,2011-08-06,Atlético MG,Figueirense,1,2,0,3
2011,2011-08-07,Internacional,Cruzeiro,3,2,3,0
2011,2011-08-07,Santos,Ceará,1,0,3,0
2011,2011-08-07,Athletico PR,Corinthians,1,1,1,1
2011,2011-08-07,América MG,Fluminense,3,0,3,0
2011,2011-08-07,Botafogo,Vasco da Gama,4,0,3,0
2011,2011-08-07,Avaí,São Paulo,1,2,0,3
2011,2011-08-07,Bahia,Atlético GO,2,1,3,0
2011,2011-08-10,Santos,Corinthians,0,0,1,1
2011,2011-08-13,São Paulo,Athletico PR,2,2,1,1
2011,2011-08-13,Atlético GO,Santos,2,0,3,0
2011,2011-08-13,Cruzeiro,Avaí,5,0,3,0
2011,2011-08-13,Botafogo,América MG,4,2,3,0
2011,2011-08-14,Corinthians,Ceará,2,2,1,1
2011,2011-08-14,Vasco da Gama,Palmeiras,1,0,3,0
2011,2011-08-14,Figueirense,Flamengo,2,2,1,1
2011,2011-08-14,Coritiba,Atlético MG,3,0,3,0
2011,2011-08-14,Grêmio,Fluminense,2,1,3,0
2011,2011-08-14,Bahia,Internacional,1,1,1,1
2011,2011-08-17,Internacional,Botafogo,1,0,3,0
2011,2011-08-17,Fluminense,Figueirense,3,0,3,0
2011,2011-08-17,Athletico PR,Cruzeiro,2,1,3,0
2011,2011-08-17,Ceará,Grêmio,3,0,3,0
2011,2011-08-17,Santos,Coritiba,2,3,0,3
2011,2011-08-17,Atlético MG,Corinthians,2,3,0,3
2011,2011-08-17,Avaí,Vasco da Gama,0,2,0,3
2011,2011-08-18,Palmeiras,Bahia,1,1,1,1
2011,2011-08-18,América MG,São Paulo,1,1,1,1
2011,2011-08-18,Flamengo,Atlético GO,1,4,0,3
2011,2011-08-20,Cruzeiro,Ceará,1,0,3,0
2011,2011-08-20,Botafogo,Atlético MG,3,1,3,0
2011,2011-08-20,Corinthians,Figueirense,0,2,0,3
2011,2011-08-21,Internacional,Flamengo,2,2,1,1
2011,2011-08-21,Avaí,Coritiba,0,0,1,1
2011,2011-08-21,Athletico PR,América MG,2,2,1,1
2011,2011-08-21,São Paulo,Palmeiras,1,1,1,1
2011,2011-08-21,Vasco da Gama,Fluminense,1,1,1,1
2011,2011-08-21,Atlético GO,Grêmio,1,0,3,0
2011,2011-08-21,Bahia,Santos,1,2,0,3
2011,2011-08-24,Santos,Fluminense,2,1,3,0
2011,2011-08-27,Coritiba,Athletico PR,1,1,1,1
2011,2011-08-27,América MG,Atlético GO,1,2,0,3
2011,2011-08-27,Fluminense,Botafogo,1,2,0,3
2011,2011-08-28,Palmeiras,Corinthians,2,1,3,0
2011,2011-08-28,Santos,São Paulo,1,1,1,1
2011,2011-08-28,Flamengo,Vasco da Gama,0,0,1,1
2011,2011-08-28,Grêmio,Internacional,2,1,3,0
2011,2011-08-28,Ceará,Bahia,3,0,3,0
2011,2011-08-28,Atlético MG,Cruzeiro,1,2,0,3
2011,2011-08-28,Figueirense,Avaí,2,3,0,3
2011,2011-08-31,Corinthians,Grêmio,3,2,3,0
2011,2011-08-31,São Paulo,Fluminense,1,2,0,3
2011,2011-08-31,Vasco da Gama,Ceará,3,1,3,0
2011,2011-08-31,Botafogo,Palmeiras,3,1,3,0
2011,2011-08-31,Internacional,Santos,3,3,1,1
2011,2011-08-31,Cruzeiro,Figueirense,2,4,0,3
2011,2011-08-31,Avaí,Flamengo,3,2,3,0
2011,2011-08-31,Atlético GO,Coritiba,3,1,3,0
2011,2011-08-31,Athletico PR,Atlético MG,0,1,0,3
2011,2011-09-01,Bahia,América MG,0,0,1,1
2011,2011-09-03,Fluminense,Atlético GO,3,2,3,0
2011,2011-09-03,Atlético MG,Avaí,2,0,3,0
2011,2011-09-03,Figueirense,São Paulo,1,2,0,3
2011,2011-09-04,Palmeiras,Cruzeiro,1,1,1,1
2011,2011-09-04,Flamengo,Bahia,1,3,0,3
2011,2011-09-04,Grêmio,Athletico PR,4,0,3,0
2011,2011-09-04,Coritiba,Corinthians,1,0,3,0
2011,2011-09-04,América MG,Vasco da Gama,4,1,3,0
2011,2011-09-04,Ceará,Internacional,1,1,1,1
2011,2011-09-07,Botafogo,Ceará,4,0,3,0
2011,2011-09-07,Internacional,América MG,4,2,3,0
2011,2011-09-07,Cruzeiro,Fluminense,1,2,0,3
2011,2011-09-07,Avaí,Santos,1,2,0,3
2011,2011-09-07,Athletico PR,Palmeiras,2,2,1,1
2011,2011-09-07,Atlético GO,Figueirense,1,1,1,1
2011,2011-09-07,São Paulo,Atlético MG,2,1,3,0
2011,2011-09-08,Corinthians,Flamengo,2,1,3,0
2011,2011-09-08,Vasco da Gama,Coritiba,2,0,3,0
2011,2011-09-08,Bahia,Grêmio,1,2,0,3
2011,2011-09-10,Santos,Cruzeiro,1,0,3,0
2011,2011-09-10,América MG,Avaí,2,2,1,1
2011,2011-09-11,Palmeiras,Internacional,0,3,0,3
2011,2011-09-11,Flamengo,Athletico PR,1,2,0,3
2011,2011-09-11,Fluminense,Corinthians,1,0,3,0
2011,2011-09-11,Grêmio,São Paulo,1,0,3,0
2011,2011-09-11,Atlético MG,Bahia,2,0,3,0
2011,2011-09-11,Ceará,Atlético GO,1,1,1,1
2011,2011-09-11,Coritiba,Botafogo,5,0,3,0
2011,2011-09-11,Figueirense,Vasco da Gama,1,1,1,1
2011,2011-09-17,Atlético GO,Atlético MG,1,0,3,0
2011,2011-09-17,Vasco da Gama,Grêmio,4,0,3,0
2011,2011-09-17,São Paulo,Ceará,4,0,3,0
2011,2011-09-18,Bahia,Fluminense,3,0,3,0
2011,2011-09-18,Athletico PR,Figueirense,0,0,1,1
2011,2011-09-18,Avaí,Palmeiras,1,1,1,1
2011,2011-09-18,Cruzeiro,América MG,0,0,1,1
2011,2011-09-18,Internacional,Coritiba,1,1,1,1
2011,2011-09-18,Botafogo,Flamengo,1,1,1,1
2011,2011-09-18,Corinthians,Santos,1,3,0,3
2011,2011-09-21,São Paulo,Corinthians,0,0,1,1
2011,2011-09-21,Fluminense,Avaí,3,1,3,0
2011,2011-09-21,Atlético MG,Flamengo,1,1,1,1
2011,2011-09-21,Coritiba,Cruzeiro,2,1,3,0
2011,2011-09-21,Figueirense,Internacional,1,1,1,1
2011,2011-09-21,América MG,Santos,1,2,0,3
2011,2011-09-21,Bahia,Athletico PR,1,0,3,0
2011,2011-09-22,Palmeiras,Ceará,1,0,3,0
2011,2011-09-22,Vasco da Gama,Atlético GO,1,1,1,1
2011,2011-09-22,Grêmio,Botafogo,0,1,0,3
2011,2011-09-24,Athletico PR,Fluminense,1,1,1,1
2011,2011-09-24,Santos,Figueirense,2,3,0,3
2011,2011-09-24,Flamengo,América MG,2,1,3,0
2011,2011-09-25,Corinthians,Bahia,1,0,3,0
2011,2011-09-25,Botafogo,São Paulo,2,2,1,1
2011,2011-09-25,Internacional,Atlético MG,2,1,3,0
2011,2011-09-25,Cruzeiro,Vasco da Gama,0,3,0,3
2011,2011-09-25,Avaí,Grêmio,1,2,0,3
2011,2011-09-25,Atlético GO,Palmeiras,1,1,1,1
2011,2011-09-25,Ceará,Coritiba,3,2,3,0
2011,2011-10-01,Palmeiras,América MG,1,1,1,1
2011,2011-10-01,Fluminense,Santos,3,2,3,0
2011,2011-10-01,Bahia,Avaí,3,2,3,0
2011,2011-10-02,São Paulo,Flamengo,1,2,0,3
2011,2011-10-02,Vasco da Gama,Corinthians,2,2,1,1
2011,2011-10-02,Grêmio,Cruzeiro,2,0,3,0
2011,2011-10-02,Atlético MG,Ceará,1,1,1,1
2011,2011-10-02,Figueirense,Coritiba,0,0,1,1
2011,2011-10-02,Athletico PR,Internacional,2,0,3,0
2011,2011-10-02,Atlético GO,Botafogo,2,0,3,0
2011,2011-10-05,Grêmio,Santos,1,0,3,0
2011,2011-10-05,Cruzeiro,São Paulo,3,3,1,1
2011,2011-10-08,Botafogo,Bahia,2,2,1,1
2011,2011-10-08,Coritiba,Grêmio,2,0,3,0
2011,2011-10-08,América MG,Atlético MG,0,0,1,1
2011,2011-10-09,Corinthians,Atlético GO,3,0,3,0
2011,2011-10-09,Santos,Palmeiras,1,0,3,0
2011,2011-10-09,Flamengo,Fluminense,3,2,3,0
2011,2011-10-09,Internacional,Vasco da Gama,3,0,3,0
2011,2011-10-09,Avaí,Athletico PR,3,0,3,0
2011,2011-10-09,Ceará,Figueirense,1,1,1,1
2011,2011-10-12,Corinthians,Botafogo,0,2,0,3
2011,2011-10-12,São Paulo,Internacional,0,0,1,1
2011,2011-10-12,Flamengo,Palmeiras,1,1,1,1
2011,2011-10-12,Grêmio,Figueirense,1,3,0,3
2011,2011-10-12,Avaí,Atlético GO,2,2,1,1
2011,2011-10-12,América MG,Ceará,4,1,3,0
2011,2011-10-12,Bahia,Cruzeiro,0,0,1,1
2011,2011-10-13,Fluminense,Coritiba,3,1,3,0
2011,2011-10-13,Atlético MG,Santos,2,1,3,0
2011,2011-10-13,Athletico PR,Vasco da Gama,2,2,1,1
2011,2011-10-15,Figueirense,América MG,2,1,3,0
2011,2011-10-15,Ceará,Flamengo,0,1,0,3
2011,2011-10-16,Palmeiras,Fluminense,1,2,0,3
2011,2011-10-16,Santos,Grêmio,0,1,0,3
2011,2011-10-16,Vasco da Gama,Atlético MG,2,0,3,0
2011,2011-10-16,Botafogo,Athletico PR,2,0,3,0
2011,2011-10-16,Internacional,Avaí,4,2,3,0
2011,2011-10-16,Cruzeiro,Corinthians,0,1,0,3
2011,2011-10-16,Coritiba,Bahia,0,0,1,1
2011,2011-10-16,Atlético GO,São Paulo,3,0,3,0
2011,2011-10-19,Santos,Botafogo,2,0,3,0
2011,2011-10-22,Palmeiras,Figueirense,1,2,0,3
2011,2011-10-22,Fluminense,Atlético MG,0,2,0,3
2011,2011-10-22,Avaí,Botafogo,3,2,3,0
2011,2011-10-22,América MG,Grêmio,2,2,1,1
2011,2011-10-23,São Paulo,Coritiba,0,0,1,1
2011,2011-10-23,Flamengo,Santos,1,1,1,1
2011,2011-10-23,Internacional,Corinthians,1,1,1,1
2011,2011-10-23,Cruzeiro,Atlético GO,3,2,3,0
2011,2011-10-23,Athletico PR,Ceará,1,0,3,0
2011,2011-10-23,Bahia,Vasco da Gama,0,2,0,3
2011,2011-10-29,Santos,Athletico PR,4,1,3,0
2011,2011-10-29,Botafogo,Cruzeiro,1,0,3,0
2011,2011-10-29,Ceará,Fluminense,1,2,0,3
2011,2011-10-30,Corinthians,Avaí,2,1,3,0
2011,2011-10-30,Vasco da Gama,São Paulo,0,0,1,1
2011,2011-10-30,Grêmio,Flamengo,4,2,3,0
2011,2011-10-30,Atlético MG,Palmeiras,2,1,3,0
2011,2011-10-30,Figueirense,Bahia,2,1,3,0
2011,2011-10-30,Coritiba,América MG,3,1,3,0
2011,2011-10-30,Atlético GO,Internacional,0,1,0,3
2011,2011-11-05,Botafogo,Figueirense,0,1,0,3
2011,2011-11-05,Atlético MG,Grêmio,2,0,3,0
2011,2011-11-05,Bahia,São Paulo,4,3,3,0
2011,2011-11-06,Palmeiras,Coritiba,0,2,0,3
2011,2011-11-06,Santos,Vasco da Gama,2,0,3,0
2011,2011-11-06,Flamengo,Cruzeiro,5,1,3,0
2011,2011-11-06,Internacional,Fluminense,1,2,0,3
2011,2011-11-06,Avaí,Ceará,1,2,0,3
2011,2011-11-06,Athletico PR,Atlético GO,2,1,3,0
2011,2011-11-06,América MG,Corinthians,2,1,3,0
2011,2011-11-12,São Paulo,Avaí,2,0,3,0
2011,2011-11-12,Fluminense,América MG,1,2,0,3
2011,2011-11-12,Figueirense,Atlético MG,2,1,3,0
2011,2011-11-13,Corinthians,Athletico PR,2,1,3,0
2011,2011-11-13,Vasco da Gama,Botafogo,2,0,3,0
2011,2011-11-13,Cruzeiro,Internacional,1,0,3,0
2011,2011-11-13,Ceará,Santos,2,3,0,3
2011,2011-11-13,Atlético GO,Bahia,0,1,0,3
2011,2011-11-13,Coritiba,Flamengo,2,0,3,0
2011,2011-11-13,Grêmio,Palmeiras,2,2,1,1
2011,2011-11-16,Palmeiras,Vasco da Gama,1,1,1,1
2011,2011-11-16,Fluminense,Grêmio,5,4,3,0
2011,2011-11-16,Internacional,Bahia,1,0,3,0
2011,2011-11-16,Avaí,Cruzeiro,0,0,1,1
2011,2011-11-16,Athletico PR,São Paulo,1,0,3,0
2011,2011-11-16,América MG,Botafogo,2,1,3,0
2011,2011-11-16,Ceará,Corinthians,0,1,0,3
2011,2011-11-17,Santos,Atlético GO,1,1,1,1
2011,2011-11-17,Flamengo,Figueirense,0,0,1,1
2011,2011-11-17,Atlético MG,Coritiba,2,1,3,0
2011,2011-11-19,São Paulo,América MG,3,1,3,0
2011,2011-11-19,Vasco da Gama,Avaí,2,0,3,0
2011,2011-11-19,Grêmio,Ceará,1,3,0,3
2011,2011-11-20,Corinthians,Atlético MG,2,1,3,0
2011,2011-11-20,Botafogo,Internacional,1,2,0,3
2011,2011-11-20,Cruzeiro,Athletico PR,1,1,1,1
2011,2011-11-20,Figueirense,Fluminense,0,4,0,3
2011,2011-11-20,Coritiba,Santos,1,0,3,0
2011,2011-11-20,Atlético GO,Flamengo,0,0,1,1
2011,2011-11-20,Bahia,Palmeiras,0,2,0,3
2011,2011-11-27,Palmeiras,São Paulo,1,0,3,0
2011,2011-11-27,Santos,Bahia,1,1,1,1
2011,2011-11-27,Flamengo,Internacional,1,0,3,0
2011,2011-11-27,Fluminense,Vasco da Gama,1,2,0,3
2011,2011-11-27,Grêmio,Atlético GO,2,2,1,1
2011,2011-11-27,Atlético MG,Botafogo,4,0,3,0
2011,2011-11-27,Figueirense,Corinthians,0,1,0,3
2011,2011-11-27,Coritiba,Avaí,1,0,3,0
2011,2011-11-27,América MG,Athletico PR,2,1,3,0
2011,2011-11-27,Ceará,Cruzeiro,2,2,1,1
2011,2011-12-03,Corinthians,Palmeiras,0,0,1,1
2011,2011-12-03,São Paulo,Santos,4,1,3,0
2011,2011-12-03,Internacional,Grêmio,1,0,3,0
2011,2011-12-03,Cruzeiro,Atlético MG,6,1,3,0
2011,2011-12-03,Atlético GO,América MG,5,1,3,0
2011,2011-12-03,Athletico PR,Coritiba,1,0,3,0
2011,2011-12-03,Bahia,Ceará,2,1,3,0
2011,2011-12-03,Avaí,Figueirense,1,1,1,1
2011,2011-12-03,Botafogo,Fluminense,1,1,1,1
2011,2011-12-03,Vasco da Gama,Flamengo,1,1,1,1
2012,2012-05-19,Palmeiras,Portuguesa,1,1,1,1
2012,2012-05-19,Figueirense,Náutico,2,1,3,0
2012,2012-05-19,Sport,Flamengo,1,1,1,1
2012,2012-05-20,Vasco da Gama,Grêmio,2,1,3,0
2012,2012-05-20,Bahia,Santos,0,0,1,1
2012,2012-05-20,Corinthians,Fluminense,0,1,0,3
2012,2012-05-20,Internacional,Coritiba,2,0,3,0
2012,2012-05-20,Botafogo,São Paulo,4,2,3,0
2012,2012-05-20,Ponte Preta,Atlético MG,0,1,0,3
2012,2012-05-20,Cruzeiro,Atlético GO,0,0,1,1
2012,2012-05-26,Atlético GO,Ponte Preta,1,1,1,1
2012,2012-05-26,Flamengo,Internacional,3,3,1,1
2012,2012-05-26,Portuguesa,Vasco da Gama,0,1,0,3
2012,2012-05-26,Náutico,Cruzeiro,0,0,1,1
2012,2012-05-27,São Paulo,Bahia,1,0,3,0
2012,2012-05-27,Atlético MG,Corinthians,1,0,3,0
2012,2012-05-27,Coritiba,Botafogo,2,3,0,3
2012,2012-05-27,Santos,Sport,0,0,1,1
2012,2012-05-27,Grêmio,Palmeiras,1,0,3,0
2012,2012-05-27,Fluminense,Figueirense,2,2,1,1
2012,2012-06-06,Atlético GO,Grêmio,0,1,0,3
2012,2012-06-06,Sport,Palmeiras,2,1,3,0
2012,2012-06-06,Vasco da Gama,Náutico,4,2,3,0
2012,2012-06-06,Atlético MG,Bahia,1,1,1,1
2012,2012-06-06,Coritiba,Portuguesa,2,0,3,0
2012,2012-06-06,Internacional,São Paulo,1,0,3,0
2012,2012-06-06,Santos,Fluminense,1,1,1,1
2012,2012-06-06,Ponte Preta,Flamengo,2,2,1,1
2012,2012-06-07,Corinthians,Figueirense,1,1,1,1
2012,2012-06-07,Botafogo,Cruzeiro,2,3,0,3
2012,2012-06-09,Flamengo,Coritiba,3,1,3,0
2012,2012-06-09,Palmeiras,Atlético MG,0,1,0,3
2012,2012-06-10,Portuguesa,Atlético GO,2,0,3,0
2012,2012-06-10,Grêmio,Corinthians,2,0,3,0
2012,2012-06-10,Fluminense,Internacional,0,0,1,1
2012,2012-06-10,Bahia,Vasco da Gama,1,2,0,3
2012,2012-06-10,São Paulo,Santos,1,0,3,0
2012,2012-06-10,Figueirense,Ponte Preta,0,0,1,1
2012,2012-06-10,Cruzeiro,Sport,1,0,3,0
2012,2012-06-10,Náutico,Botafogo,3,2,3,0
2012,2012-06-16,Fluminense,Portuguesa,4,1,3,0
2012,2012-06-16,Internacional,Botafogo,1,2,0,3
2012,2012-06-16,Cruzeiro,Figueirense,1,0,3,0
2012,2012-06-17,São Paulo,Atlético MG,1,0,3,0
2012,2012-06-17,Palmeiras,Vasco da Gama,1,1,1,1
2012,2012-06-17,Ponte Preta,Corinthians,1,0,3,0
2012,2012-06-17,Bahia,Sport,2,1,3,0
2012,2012-06-17,Coritiba,Atlético GO,3,0,3,0
2012,2012-06-17,Flamengo,Santos,1,0,3,0
2012,2012-06-17,Náutico,Grêmio,1,0,3,0
2012,2012-06-23,Portuguesa,São Paulo,1,0,3,0
2012,2012-06-23,Atlético MG,Náutico,5,1,3,0
2012,2012-06-23,Vasco da Gama,Cruzeiro,1,3,0,3
2012,2012-06-24,Sport,Internacional,0,2,0,3
2012,2012-06-24,Corinthians,Palmeiras,2,1,3,0
2012,2012-06-24,Grêmio,Flamengo,2,0,3,0
2012,2012-06-24,Figueirense,Bahia,1,1,1,1
2012,2012-06-24,Botafogo,Ponte Preta,1,2,0,3
2012,2012-06-24,Santos,Coritiba,2,2,1,1
2012,2012-06-24,Atlético GO,Fluminense,1,4,0,3
2012,2012-06-30,Cruzeiro,São Paulo,2,3,0,3
2012,2012-06-30,Vasco da Gama,Ponte Preta,3,2,3,0
2012,2012-06-30,Náutico,Fluminense,0,2,0,3
2012,2012-07-01,Coritiba,Sport,2,3,0,3
2012,2012-07-01,Portuguesa,Santos,0,0,1,1
2012,2012-07-01,Bahia,Internacional,1,1,1,1
2012,2012-07-01,Grêmio,Atlético MG,0,1,0,3
2012,2012-07-01,Palmeiras,Figueirense,3,1,3,0
2012,2012-07-01,Flamengo,Atlético GO,3,2,3,0
2012,2012-07-07,Botafogo,Bahia,3,0,3,0
2012,2012-07-07,Internacional,Cruzeiro,2,1,3,0
2012,2012-07-07,Atlético GO,Náutico,0,1,0,3
2012,2012-07-08,Ponte Preta,Palmeiras,1,0,3,0
2012,2012-07-08,Fluminense,Flamengo,1,0,3,0
2012,2012-07-08,São Paulo,Coritiba,3,1,3,0
2012,2012-07-08,Sport,Corinthians,1,1,1,1
2012,2012-07-08,Santos,Grêmio,4,2,3,0
2012,2012-07-08,Atlético MG,Portuguesa,2,0,3,0
2012,2012-07-08,Figueirense,Vasco da Gama,1,1,1,1
2012,2012-07-11,Corinthians,Botafogo,1,3,0,3
2012,2012-07-14,Figueirense,Atlético MG,3,4,0,3
2012,2012-07-14,Corinthians,Náutico,2,1,3,0
2012,2012-07-14,Ponte Preta,Coritiba,4,1,3,0
2012,2012-07-15,Botafogo,Fluminense,1,1,1,1
2012,2012-07-15,Palmeiras,São Paulo,1,1,1,1
2012,2012-07-15,Internacional,Santos,0,0,1,1
2012,2012-07-15,Cruzeiro,Grêmio,1,3,0,3
2012,2012-07-15,Bahia,Flamengo,1,2,0,3
2012,2012-07-15,Vasco da Gama,Atlético GO,1,0,3,0
2012,2012-07-15,Sport,Portuguesa,2,1,3,0
2012,2012-07-18,Santos,Botafogo,0,0,1,1
2012,2012-07-18,Grêmio,Sport,3,1,3,0
2012,2012-07-18,Portuguesa,Cruzeiro,0,2,0,3
2012,2012-07-18,Náutico,Ponte Preta,3,0,3,0
2012,2012-07-18,Atlético MG,Internacional,3,1,3,0
2012,2012-07-18,Flamengo,Corinthians,0,3,0,3
2012,2012-07-18,São Paulo,Vasco da Gama,0,1,0,3
2012,2012-07-19,Atlético GO,Figueirense,3,2,3,0
2012,2012-07-19,Fluminense,Bahia,4,0,3,0
2012,2012-07-19,Coritiba,Palmeiras,1,1,1,1
2012,2012-07-21,Corinthians,Portuguesa,1,1,1,1
2012,2012-07-21,Sport,Atlético MG,1,4,0,3
2012,2012-07-21,Vasco da Gama,Santos,2,0,3,0
2012,2012-07-22,Internacional,Atlético GO,4,1,3,0
2012,2012-07-22,Cruzeiro,Flamengo,1,0,3,0
2012,2012-07-22,Figueirense,São Paulo,0,2,0,3
2012,2012-07-22,Palmeiras,Náutico,3,0,3,0
2012,2012-07-22,Botafogo,Grêmio,0,1,0,3
2012,2012-07-22,Ponte Preta,Fluminense,1,2,0,3
2012,2012-07-22,Bahia,Coritiba,2,2,1,1
2012,2012-07-25,Vasco da Gama,Botafogo,1,0,3,0
2012,2012-07-25,Figueirense,Internacional,0,1,0,3
2012,2012-07-25,Ponte Preta,Sport,1,1,1,1
2012,2012-07-25,Náutico,Coritiba,3,4,0,3
2012,2012-07-25,Corinthians,Cruzeiro,2,0,3,0
2012,2012-07-25,Grêmio,Fluminense,1,0,3,0
2012,2012-07-25,Atlético GO,São Paulo,4,3,3,0
2012,2012-07-26,Palmeiras,Bahia,0,2,0,3
2012,2012-07-26,Flamengo,Portuguesa,0,0,1,1
2012,2012-07-26,Atlético MG,Santos,2,0,3,0
2012,2012-07-28,Coritiba,Grêmio,2,1,3,0
2012,2012-07-28,Internacional,Vasco da Gama,0,0,1,1
2012,2012-07-28,Botafogo,Figueirense,1,0,3,0
2012,2012-07-29,Sport,Atlético GO,0,0,1,1
2012,2012-07-29,São Paulo,Flamengo,4,1,3,0
2012,2012-07-29,Fluminense,Atlético MG,0,0,1,1
2012,2012-07-29,Bahia,Corinthians,0,0,1,1
2012,2012-07-29,Cruzeiro,Palmeiras,2,1,3,0
2012,2012-07-29,Portuguesa,Náutico,3,1,3,0
2012,2012-07-29,Santos,Ponte Preta,2,1,3,0
2012,2012-08-04,Palmeiras,Internacional,0,1,0,3
2012,2012-08-04,Atlético GO,Botafogo,1,2,0,3
2012,2012-08-04,Portuguesa,Figueirense,2,0,3,0
2012,2012-08-05,Vasco da Gama,Corinthians,0,0,1,1
2012,2012-08-05,Grêmio,Bahia,3,1,3,0
2012,2012-08-05,Coritiba,Fluminense,0,2,0,3
2012,2012-08-05,São Paulo,Sport,1,0,3,0
2012,2012-08-05,Cruzeiro,Ponte Preta,1,2,0,3
2012,2012-08-05,Náutico,Santos,3,0,3,0
2012,2012-08-08,Sport,Vasco da Gama,0,2,0,3
2012,2012-08-08,Internacional,Náutico,0,0,1,1
2012,2012-08-08,Corinthians,Atlético GO,1,1,1,1
2012,2012-08-08,Bahia,Portuguesa,0,0,1,1
2012,2012-08-08,Santos,Cruzeiro,4,2,3,0
2012,2012-08-08,Figueirense,Flamengo,0,2,0,3
2012,2012-08-08,Botafogo,Palmeiras,1,2,0,3
2012,2012-08-09,Fluminense,São Paulo,2,1,3,0
2012,2012-08-09,Atlético MG,Coritiba,1,0,3,0
2012,2012-08-09,Ponte Preta,Grêmio,0,0,1,1
2012,2012-08-11,Sport,Figueirense,0,1,0,3
2012,2012-08-11,Bahia,Cruzeiro,0,1,0,3
2012,2012-08-11,Flamengo,Náutico,2,0,3,0
2012,2012-08-11,Santos,Atlético GO,2,2,1,1
2012,2012-08-12,Internacional,Ponte Preta,2,1,3,0
2012,2012-08-12,São Paulo,Grêmio,1,2,0,3
2012,2012-08-12,Atlético MG,Vasco da Gama,1,0,3,0
